Physician_First_Name,Physician_Middle_Name,Physician_Last_Name,Recipient_Primary_Business_Street_Address_Line1,Recipient_Primary_Business_Street_Address_Line2,Recipient_City,Recipient_Zip_Code,Physician_Primary_Type,Physician_Specialty,Physician_Profile_ID,Category,Total_Amount_of_Payment_USDollars,General,Research
EVA,"",TSALIKIAN,"B5 Jessup Hall","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Endocrinology",637065,RSRCH,652.86,3,1
BRADY,L,BRADSHAW,"1340 BLAIRS FERRY RD","",HIAWATHA,52233-1900,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Child & Adolescent Psychiatry",1263460,GNRL,652.8,66,0
NICOLAS,G,HAMOUCHE,"1018 DUFF AVE","",AMES,50010-5740,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",42186,GNRL,652.45,12,0
MARWAN,"",JARMAKANI,"801 5TH ST","","SIOUX CITY",51101,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology",362184,GNRL,652.01,14,0
BENJAMIN,A,UHL,"110 GAUL DR","STE B","SERGEANT BLUFF",51054-8971,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",110789,GNRL,650.65,20,0
BETH,K,BRUENING,"405 45TH ST","","SIOUX CITY",51104-1072,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",247414,GNRL,650.59,12,0
DANIEL,R,OLNEY,"2615 NORTHGATE DR","","IOWA CITY",52245-9565,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology|Otolaryngology/Facial Plastic Surgery",313968,GNRL,650.44,33,0
CHARLES,K,GILARSKI,"1215 DUFF AVE","",AMES,50010-3014,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist",295355,GNRL,648.64,4,0
AHMET,"",ATAY,"202 10th St SE","","Cedar Rapids",52403,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology",49799,GNRL,648.6,43,0
JEFFREY,T,ZOELLE,"5885 SUNNYBROOK DR","SUITE E-100","SIOUX CITY",51106-4203,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",145755,GNRL,645.01,45,0
LUKE,M,GESSEL,"200 HAWKINS DR","","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",357905,GNRL,643.74,43,0
LISA,J,JENSEN,"1215 PLEASANT ST","STE 206","DES MOINES",50309-1416,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",274123,GNRL,643.08,75,0
DOUGLAS,EARL,LAUX,"200 HAWKINS DR",C32,"IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",240524,GNRL,641.89,37,0
REEKESH,"",PATEL,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Student, Health Care/ Student in an Organized Health Care Education/Training Program",819901,GNRL,641.89,4,0
BRIAN,K,SANKEY,"2055 KIMBALL AVE","SUITE 100",WATERLOO,50702-5014,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",2503,GNRL,641.36,42,0
JEROLD,C,ERLANDSON,"600 4TH STREET","","SIOUX CITY",51101-1415,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology",342488,GNRL,640.88,39,0
MICHAEL,J,MCCOY,"1223 S GEAR AVE","STE 208","WEST BURLINGTON",52655-1682,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",226841,GNRL,640.34,52,0
YELENA,V,CHISTYAKOVA,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",58948,GNRL,640.17,41,0
JULIE,K,STATZ,"4090 WESTOWN PKWY STE A4","","WEST DES MOINES",50266,"Doctor of Dentistry","Dental Providers|Dentist|Periodontics",625875,GNRL,639.58,10,0
ROSE,A,WARHANK,"1008 11TH ST","","DE WITT",52742-1210,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",103021,GNRL,639.07,24,0
JON,LINCOLN,HARDINGER,"1339 6TH ST SW","","MASON CITY",50401-4815,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",572098,GNRL,638.5,3,0
STEVEN,ANTHONY,AVILES,"450 LAUREL ST","STE A","DES MOINES",50314-3045,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",1129564,GNRL,637.87,19,0
KYLE,R,"VER STEEG","310 2ND AVE S","","FORT DODGE",50501-3710,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",465550,GNRL,637.19,12,0
MARGARET,K,MANGOLD,"610 8TH ST SE","","CEDAR RAPIDS",52401-2143,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",925,GNRL,636.99,54,0
WILLIAM,C,MAIERS,"4507 CHADWICK RD","","CEDAR FALLS",50613,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",926728,GNRL,636.98,5,0
DAVID,B,STAUB,"3740 UTICA RIDGE RD","",BETTENDORF,52722,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology",238484,GNRL,635.39,56,0
STEPHAN,"",SCHOMER,"400 E Polk St","",Washington,52353,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",122887,GNRL,634.44,45,0
PAZHANIAANDI,"",TIROUNILACANDIN,"2055 KIMBALL AVE","",WATERLOO,50702-5047,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",83814,GNRL,633.54,51,0
JASON,B,ANDERSON,"2916 HAMILTON BLVD STE 102","","SIOUX CITY",51104,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist",298352,GNRL,633.24,13,0
JAMES,M,CUNNINGHAM,"515 PACIFIC AVE STE 2","",AUDUBON,50025-1056,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",1070760,GNRL,633.2,42,0
JAMES,TOWNSLEY,KOCH,"1313 2ND ST","",PERRY,50220-1511,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",562755,GNRL,633.11,7,0
ASHOK,R,PENMATCHA,"1230 E RUSHOLME ST","",DAVENPORT,52803,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",234846,GNRL,632.81,68,0
BRYAN,"",NAVARETTE,"1010 4TH ST SW STE 100","","MASON CITY",50401-2856,"Medical Doctor","Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology",681491,GNRL,632.78,5,0
"NAVIN KUMAR","",SUBRAYAPPA,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",836829,GNRL,631.68,10,0
STEPHEN,C,RIGGS,"236 NATIONAL DR","",WATERLOO,50701-4263,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",311408,GNRL,629.81,44,0
TAKASHI,"",KAWAMITSU,"1 EDMUNDSON PL","","COUNCIL BLUFFS",51503-4658,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",478455,GNRL,628.89,54,0
JAMES,A,DARROW,"301 N 4th Ave","",Eldridge,52748,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",91667,GNRL,627.88,12,0
JAMES,"",CHURCH,"8101 BIRCHWOOD CT","",JOHNSTON,50131-2930,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",291538,GNRL,627.78,45,0
LUCAS,"",BOE,"2302 W 1ST ST STE 119","","CEDAR FALLS",50613,"Doctor of Dentistry","Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics",610526,GNRL,627.68,3,0
CRAIG,C,CORREY,"2580 HUBBELL AVE","","DES MOINES",50317-6102,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",342699,GNRL,627.63,7,0
SCOTT,A,MEYER,"450 LAUREL ST","STE A","DES MOINES",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Orthopaedic Surgery",437838,GNRL,626.39,18,0
BRIAN,T,FULTON,"180 10TH ST SE","SUITE 201","LE MARS",51031-2550,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",123019,GNRL,625.28,29,0
JOSEPH,"",KUKLA,"3053 CENTER POINT RD NE","SUITE B","CEDAR RAPIDS",52402,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist",9941,GNRL,624.66,14,0
CHARLES,J,LATENDRESSE,"1506 G AVE","","GRUNDY CENTER",50638-1038,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",825509,GNRL,624.02,26,0
Sheryl,"",Sahr,"1200 Pleasant St","","Des Moines",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery|Surgical Critical Care",474916,GNRL,623.9,1,0
STEPHEN,P,KAHANIC,"230 NEBRASKA ST","","SIOUX CITY",51101-1733,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",133906,GNRL,622.46,15,0
BENJAMIN,HARRISON,DAVIDSON,"2710 Saint Francis Dr Ste 210","",Waterloo,50702,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics",187321,GNRL,622.26,48,0
L,Eric,Anderson,"2501 Westown Pkwy","","West Des Moines",50266,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",41244,GNRL,621.9,3,0
ANGELA,M,SPARTZ,"4600 SINGING HILLS BLVD","","SIOUX CITY",51106,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",820345,GNRL,620.86,27,0
STEVEN,"",ARMSTRONG,"231 DENTAL SCIENCES","","IOWA CITY",52242,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",892391,GNRL,620.66,3,0
JOYCE,R,LINES,"1015 DUFF AVE","",AMES,50010-5733,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",301815,GNRL,619.69,47,0
DAVID,"",BECK,"1010 4th ST Sw","Ste 105","Mason City",50401,"Medical Doctor","Allopathic & Osteopathic Physicians|Neurological Surgery",258685,GNRL,619.04,23,0
KELLY,L,KADEL,"203 W AGENCY RD","STE C","WEST BURLINGTON",52655-1676,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist",119006,GNRL,618.06,4,0
JOHN,L,BANKS,"75 SHORT ST NW","","CEDAR RAPIDS",52405-4203,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",1048930,GNRL,617.79,41,0
THOMAS,R,BOXLEITER,"200 MERCY DR","SUITE 201",DUBUQUE,52001-7303,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",27592,GNRL,617.46,16,0
MARK,D,MCGAUGHEY,"5880 UNIVERSITY AVE","","WEST DES MOINES",50266-8220,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",621760,GNRL,616.67,20,0
RICHARD,J,UNGER,"1015 UNION ST","",BOONE,50036-4821,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Surgery",328259,GNRL,615.83,18,0
STEVEN,D,SLOAN,"505 CEDAR CROSS RD","",DUBUQUE,52003,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",587567,GNRL,615.65,6,0
CHRISTOPHER,ARNOLD,HEDQUIST,"431 PIERCE ST","","SIOUX CITY",51101-1413,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",2451,GNRL,614.53,19,0
MARY,PAT,ROSMAN,"600 9TH AVENUE NORTH","",SIBLEY,51249,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",201640,GNRL,614.38,40,0
CAM,"",CAMPBELL,"788 8th Ave SE Ste 400","","Cedar Rapids",52401,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",324791,GNRL,614.03,33,0
BRETT,J,OLSON,"2700 23RD ST","","SPIRIT LAKE",51360-1158,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",60166,GNRL,613.8,49,0
DANIEL,A,KATZ,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery",46352,GNRL,613.6,3,0
ROBERT,"",SMITH,"411 LAUREL ST STE 2350","","DES MOINES",50314-3026,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology",358753,GNRL,612.98,31,0
GHOLAM,H,JABBARI,"2104 CEDARWOOD DR","",MUSCATINE,52761-2659,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",353929,GNRL,611.95,43,0
JOHN,"",RAYBURN,"450 LAUREL ST STE A","","DES MOINES",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Physical Medicine & Rehabilitation|Pain Medicine",97072,GNRL,610.77,5,0
RANDALL,W,LENGELING,"1515 DELHI ST","",DUBUQUE,52001-6320,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",267829,GNRL,610.71,13,0
JAMES,ELON,STEER,"408 S 3RD ST","",CLINTON,52732,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",787952,GNRL,610.54,12,0
DANIEL,P,RUNDE,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Emergency Medicine",485080,GNRL,610.0,2,0
JOHN,S,COWDERY,"LIMITED TO OFFICIAL UNIVERSITY DUTIES ON","UNIV OF IOWA DEPARTMENT OF MEDICINE","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology",673543,GNRL,610.0,2,0
TIMOTHY,DALE,COOPER,"825 E MAIN ST","",MANCHESTER,52057,"Doctor of Dentistry","Dental Providers|Dentist",18362,GNRL,609.75,8,0
NAVIN,"",GUPTA,"5885 SUNNYBROOK DR","SUITE L-200","SIOUX CITY",51106-4203,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology",111729,GNRL,609.6,18,0
ANDREW,JACOB,MURRAY,"1000 4th St SW","","Mason City",50401,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",1380733,GNRL,609.59,10,0
BARRY,"",LONDON,"200 Hawkins Dr","","Iowa City",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",828716,GNRL,607.67,2,0
DARREL,"",DEVICK,"1350 DES MOINES ST","STE 100","DES MOINES",50309,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",186740,GNRL,606.37,36,0
MARK,A,MAHONEY,"2800 4TH ST SW","SUITE 8","MASON CITY",50401-1596,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",201036,GNRL,605.75,45,0
NEELIMA,"",KATRAGUNTA,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery",359088,GNRL,604.9,9,0
VIMALA,V,CHANDRAN,"5950 UNIVERSITY AVE","","WEST DES MOINES",50266-8216,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",301720,GNRL,603.84,42,0
THOMAS,J,BENDA,"310 N GRANDVIEW AVE","",DUBUQUE,52001-6388,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology",136352,GNRL,603.67,27,0
NORMAN,E,FERRER,"201 RIDGE ST",#307,"COUNCIL BLUFFS",51503,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",261078,GNRL,603.58,31,0
JEFFREY,D,DEFRANCISCO,"5950 UNIVERSITY AVE","STE 151","WEST DES MOINES",50266-8216,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",721197,GNRL,602.91,38,0
MICHELLE,M,SPRENGELMEYER,"200 S CODY RD","","LE CLAIRE",52753-9579,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",150267,GNRL,602.61,45,0
NICHOLAS,C,BECHTOLD,"4545 SERGEANT RD","","SIOUX CITY",51106-4706,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",931001,GNRL,601.56,41,0
DAVID,WILLIAM,ZENK,"Suite 420","","Cedar Rapids",52402,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",1171097,RSRCH,601.45,2,8
THOMAS,O,PAULSON,"105 VALLEY WEST DR","","WEST DES MOINES",50265-3902,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology",62941,GNRL,601.04,46,0
DAVID,"",LEMON,"1215 PLEASANT ST","STE 618","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",217599,GNRL,600.77,27,0
Adam,"",Bryniczka,"234 S Randall Rd","",Elgin,60177,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery",321743,GNRL,600.0,1,0
RANDALL,A,KAVALIER,"1003 GRAND AVENUE","","WEST DES MOINES",50265-3502,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",448916,GNRL,598.74,72,0
PAUL,"",FLAMME,"200 HAWKINS DR","UIHC DEPT OF NEUROLOGY","IOWA CITY",52242,"Medical Doctor","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology",1205965,GNRL,598.02,18,0
MARK,O,LIABOE,"1515 DELHI ST","STE 100",DUBUQUE,52001-6320,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",235425,GNRL,597.51,29,0
SUSAN,WING,LIPINSKI,"3421 W 9TH ST STE G4500","",WATERLOO,50702,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",586088,GNRL,596.92,8,0
MICHAEL,J,PUK,"909 E SAN MARNAN DR","",WATERLOO,50702,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",1215251,GNRL,596.69,39,0
MICHAEL,JOSEPH,LATTNER,"3480 HILLCREST ROAD","",DUBUQUE,52002,"Doctor of Dentistry","Dental Providers|Dentist|Prosthodontics",242985,GNRL,596.65,10,0
BULLAND,"",ZAMAN,"250 Laurel St","","Des Moines",50314,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",1311514,GNRL,596.48,21,0
RONALD,R,BERGES,"1112 N VAN BUREN AVE","",OTTUMWA,52501-6416,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Psychiatry",636590,GNRL,596.45,38,0
ROBIN,G,BROWN,"1953 1ST AVE SE","SUITE A2","CEDAR RAPIDS",52402,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",143066,GNRL,595.48,38,0
JOSHWA,LEON,TROMBLEE,"6582 165TH ST","",ALBIA,52531-8793,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",98118,GNRL,593.47,43,0
SUSAN,"",BECK,"411 LAUREL ST","","DES MOINES",50314,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Surgery",300685,GNRL,593.46,9,0
BRIANNE,N,DAY,"25 W HICKMAN ROAD","",WAUKEE,50263-5018,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",512232,GNRL,593.29,28,0
AMY,B,MCENTAFFER,"5950 UNIVERSITY AVE","STE 205","WEST DES MOINES",50266-8216,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",663779,GNRL,592.97,33,0
ANDY,"",GOODNER,"901 MONTGOMERY ST","STE 1",DECORAH,52101,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",160333,GNRL,592.47,33,0
RAYMOND,P,SMITH,"1600 MORGAN ST","",KEOKUK,52632,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology",202966,GNRL,591.98,54,0
DOUGLAS,J,PURDY,"931 8TH AVE SE","","CEDAR RAPIDS",52401-2121,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology",197641,GNRL,591.54,50,0
MAUREEN,M,TACKE,"250 LAUREL ST","","DES MOINES",50314-3024,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",356493,GNRL,590.17,48,0
RADHIKA,"",KOLLA,"4626 PROGRESS DR","",DAVENPORT,52807-3483,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine",345077,GNRL,589.89,48,0
JENNIFER,"",STEVENSON,"203 20TH ST NW","",WAVERLY,50677-2017,"Doctor of Dentistry","Dental Providers|Dentist",755452,GNRL,589.5,7,0
Mosali,"",Reddy,"1515 DELHI ST","STE 300",DUBUQUE,52001-6320,"Medical Doctor","Allopathic & Osteopathic Physicians|Anesthesiology",28380,GNRL,588.64,4,0
ROBERT,"",GOTTLIEB,"5 VANDERBILT PARK DR","","IOWA CITY",28803,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",914971,GNRL,588.19,2,0
BRIAN,P,HAAG,"2405 INGERSOLL AVE","","DES MOINES",50312-5233,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",590700,GNRL,587.78,9,0
JENNIFER,E,BOEVERS,"3201 1/2 1ST S","",EMMETSBURG,50536,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Family Medicine",130846,GNRL,587.71,9,0
ANN,M,GESSNER,"407 E MAIN ST","",MARSHALLTOWN,50158-1928,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",345020,GNRL,586.11,41,0
DIANE,E,ADAM,"2769 HEARTLAND DR","SUITE 201",CORALVILLE,52241-2732,"Medical Doctor","Allopathic & Osteopathic Physicians|Obstetrics & Gynecology",187563,GNRL,585.97,46,0
DOUGLAS,W,DVORAK,"3385 DEXTER CT STE 102","",DAVENPORT,52807,"Medical Doctor","Allopathic & Osteopathic Physicians|Otolaryngology",152216,GNRL,585.86,26,0
BENJAMIN,E,WILLIAMS,"301 S IOWA AVE","",WASHINGTON,52353,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",27191,GNRL,585.84,12,0
William,"",Benevento,"777 Tanglefoot Ln","",Bettendorf,52722,"Doctor of Optometry","Allopathic & Osteopathic Physicians|Ophthalmology",323551,GNRL,585.46,21,0
JENNIFER,D,STONE,"1 EDMUNDSON PL","SUITE 310","COUNCIL BLUFFS",51503,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",818710,GNRL,584.96,37,0
Rodrigo,"",Azuero,"1200 PLEASANT ST BLANK CHILDRENS HOSPITAL","","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics|Neonatal-Perinatal Medicine",1181801,GNRL,584.17,3,0
SYED,"",SHAH,"200 HAWKINS DR","","IOWA CITY",52242-1009,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology",1257895,GNRL,583.84,4,0
HEIDI,MARIE,KOCH,"5465 MILLS CIVIC PKWY","","WEST DES MOINES",50266,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics",1261812,GNRL,582.62,9,0
MILICENT,EVA,YOUNG,"1610 W TOWNLINE ST","",CRESTON,50801,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",11414,GNRL,582.28,13,0
JAMES,THOMAS,DUNNE,"180 HOLIDAY RD","",CORALVILLE,52241-1175,"Doctor of Dentistry","Dental Providers|Dentist|Prosthodontics",1025169,GNRL,582.0,1,0
JULIE,ANN,LOHR,"2918 HAMILTON BLVD STE 101","","SIOUX CITY",51104,"Doctor of Dentistry","Dental Providers|Dentist|General Practice",76997,GNRL,581.69,6,0
JULIE,M,VOGEL,"1221 PLEASANT ST","","DES MOINES",50309-1423,"Doctor of Osteopathy","Allopathic & Osteopathic Physicians|Internal Medicine",216559,GNRL,581.29,26,0
TARA,J,FEDERLY,"1212 PLEASANT ST","","DES MOINES",50309,"Medical Doctor","Allopathic & Osteopathic Physicians|Pediatrics",324594,GNRL,580.7,42,0
BRIAN,K,PRIVETT,"1650 1ST AVE NE","","CEDAR RAPIDS",52402-5431,"Medical Doctor","Allopathic & Osteopathic Physicians|Ophthalmology",120024,GNRL,580.45,10,0
CANDYCE,L,ACKLAND,"4626 PROGRESS DR","",DAVENPORT,52807-3483,"Medical Doctor","Allopathic & Osteopathic Physicians|Family Medicine",147766,GNRL,580.12,38,0
DAVID,A,ANDERSON,"2305 E 52ND ST","SUITE 1",DAVENPORT,52807-2762,"Medical Doctor","Allopathic & Osteopathic Physicians|Oral & Maxillofacial Surgery",253659,GNRL,579.84,10,0
DENNIS,J,SCHLADER,"1060 WILLIAM ST","","IOWA CITY",52240,"Doctor of Optometry","Eye and Vision Services Providers|Optometrist",465195,GNRL,579.54,36,0
FRANK,"",ADDO,"801 5TH ST","STE 410","SIOUX CITY",51101,"Medical Doctor","Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease",75933,GNRL,578.08,35,0
SARA,"",OELKE,"2916 HAMILTON BLVD STE 102","","SIOUX CITY",51104,"Doctor of Podiatric Medicine","Podiatric Medicine & Surgery Service Providers|Podiatrist",190405,GNRL,578.02,12,0
